tri_facility.TRI_FACILITY_ID,tri_facility.FACILITY_NAME,tri_facility.STREET_ADDRESS,tri_facility.CITY_NAME,tri_facility.COUNTY_NAME,tri_facility.STATE_ABBR,tri_facility.ZIP_CODE,tri_facility.PREF_LATITUDE,tri_facility.PREF_LONGITUDE
17033HRSHY19EAS,HERSHEY CO HERSHEY PLANT,19 E CHOCOLATE AVE,HERSHEY,DAUPHIN,PA,17033,40.288889,76.646389
02865JCSRV13BLA,JUICE SERVICES INC DIV OF DEAN FOODS,13 BLACKSTONE VALLEY WAY,LINCOLN,PROVIDENCE,RI,2865,41.939037,71.462033
94080HTCNT21121,HEAT & CONTROL INC,21121 CABOT BLVD,HAYWARD,ALAMEDA,CA,94545,,
60134JHNTC2540K,JOHN T CLARK CO,2540 KANEVILLE CT,GENEVA,KANE,IL,60134,41.876667,88.322222
19124JHNVP42253,JOHN V POTERO CO INC,4225-35 ADAMS AVE,PHILADELPHIA,PHILADELPHIA,PA,19124,40.011667,75.093056
84119FBRNT643WE,FABRI-NETICS,643 W 3560 S,SALT LAKE CITY,SALT LAKE,UT,841194127,,
84119SLDSR3575S,VERMAX KITCHEN & BATH,3575 S 700 W,SALT LAKE CITY,SALT LAKE,UT,84119,,
19335JHNSN498AC,JOHNSON MATTHEY INC DOWNINGTOWN SITE,498 ACORN LN,DOWNINGTOWN,CHESTER,PA,19335,,
06820CHRKT9OLDK,CHARKIT CHEMICAL CORP,9 OLD KINGS HWY SOUTH,DARIEN,FAIRFIELD,CT,6820,,
04401GRNTS1MILK,GRANTS DAIRY,1 MILK ST,BANGOR,PENOBSCOT,ME,4401,,
23359JHNWTROUTE,"JOHN W TAYLOR PACKING CO, INC",HALLWOOD RD,HALLWOOD,ACCOMACK,VA,23359,37.873611,75.590556
39151JHNSGPOBOX,JOHNS GAS PROCESSING PLANT,HWY 43 N,PUCKETT,RANKIN,MS,391510190,32.133333,89.766667
07624WYRHSRAILR,WEYERHAEUSER PAPER CO,RAILROAD AVE,CLOSTER,BERGEN,NJ,7624,40.9731,73.9609
30318TRNSM3132P,BP PRODUCTS NA INC-ATLANTA TERMINAL,3132 PARROTT AVE NW,ATLANTA,FULTON,GA,30318,,
28214TRNSM7401O,BLANCHARD TERMINAL CO - CHARLOTTE EAST NC TERMINAL,7401 OLD MT HOLLY RD,CHARLOTTE,MECKLENBURG,NC,28214,,
52761PSCST1770B,SSAB IOWA INC,1770 BILL SHARP BLVD,MUSCATINE,MUSCATINE,IA,52761,,
14150PVNRT395FI,APV NORTH AMERICA INC,395 FILLMORE AVE,TONAWANDA,ERIE,NY,14150,,
00671JHNSNRD183,MCNEIL HEALTHCARE LLC,RD 183 KM 19.7,LAS PIEDRAS,LAS PIEDRAS,PR,771,18.177778,65.884444
00658JHNSN933RO,JOHNSON & JOHNSON MEDICAL INC,RD 933 KM 01 MAMEY WARD,GURABO,GURABO,PR,7789631,18.2475,65.948056
08902JHNSNUSROU,JOHNSON & JOHNSON CONSUMER PRODUCTS CO,US RT 1 & AARON RD,NORTH BRUNSWICK,MIDDLESEX,NJ,8902,40.4634,74.4537
76014SRGKS2500A,JOHNSON & JOHNSON MEDICAL INC,2500 ARBROOK BLVD,ARLINGTON,TARRANT,TX,76014,32.683089,97.069401
27703CTLRH2933S,EATON CORP,2933 S MIAMI BLVD,DURHAM,DURHAM,NC,27703,,
79765NLCXX12205,NALCO COMPANY-ODESSA PLANT 114,12205 W COUNTY RD 125,ODESSA,MIDLAND,TX,79765,,
47150FRTHT20EAS,FORTH TECHNOLOGIES INC,20 EAST 9TH ST,NEW ALBANY,FLOYD,IN,47150,,
30035JHNHH2935M,JOHN H HARLAND CO PLANT #1,2935 MILLER RD,DECATUR,DEKALB,GA,30035,33.703454,84.183108
39218WYRHS211CA,WEYERHAEUSER PAPER CO,211 CARRIER BLVD,RICHLAND,RANKIN,MS,39218,32.264064,90.163779
95352WYRHSPOBOX,"WEYERHAEUSER PAPER CO, PACKAGING DIV",568 S RIVERSIDE DR,MODESTO,STANISLAUS,CA,95352,37.6736,121.0097
02745FCCBL969SH,AFC CABLE SYSTEMS,969 SHAWMUT AVE,NEW BEDFORD,BRISTOL,MA,2745,,
43050WNSCR100BL,OWENS CORNING INSULATING SYSTEMS LLC MOUNT VERNON,100 BLACKJACK RD,MOUNT VERNON,KNOX,OH,43050,,
77041SFLTR14309,US FILTER/HOUSTON,14309 SOMMERMEYER RD,HOUSTON,HARRIS,TX,770416204,,
27533PVNRT1200A,"SPX FLOW TECHNOLOGY SERVICES, INC.",1200 W ASH ST,GOLDSBORO,WAYNE,NC,27530,,
29681WVNLC1001O,WOVEN ELECTRONICS CORP,1001 OLD STAGE RD,SIMPSONVILLE,GREENVILLE,SC,29681,,
97386WLLMTTSTRE,WILLAMETTE INDUSTRIES INC SWEET HOME PLYWOOD,T ST,SWEET HOME,LINN,OR,97386,44.404444,122.699722
71486WLLMTLAHWY,WEYERHAEUSER NR CO ZWOLLE DIV,2792 OBRIE ST,ZWOLLE,SABINE PARISH,LA,71486,31.6361,93.630722
29715BLDRL2499D,BALDOR ELECTRIC CO,2499 DEERFIELD DR,FORT MILL,YORK,SC,29715,,
33316CSTLF2401E,COASTAL FUELS MARKETING INC PORT EVERGLADES TERMINAL,2401 EISENHOWER BLVD,FORT LAUDERDALE,BROWARD,FL,33316,,
91706LLDPH16018,ALLIED DIAGNOSTIC IMAGING RESOURCES INC,16018 ADELANTE ST,IRWINDALE,LOS ANGELES,CA,91706,34.117,117.971111
98531CNTRL913BI,TRANSALTA CENTRALIA GENERATION / MINING,913 BIG HANAFORD RD,CENTRALIA,LEWIS,WA,98531,,
60191HCHST901MI,HOECHST-CELANESE CORP,901 MITTEL DR,WOOD DALE,DUPAGE,IL,60191,41.980278,87.986944
23703VRGNC3340W,BASF CORP PORTSMOUTH PLANT,3340 W NORFOLK RD,PORTSMOUTH,PORTSMOUTH (CITY),VA,23703,36.8654,76.407
29651HCHSTHOODR,MITSUBISHI POLYESTER FILM INC,2001 HOOD RD,GREER,GREENVILLE,SC,29650,34.921667,82.263056
39358KMPRPBOX10,MCFARLAND CASCADE,13569 HWY 45,SCOOBA,KEMPER,MS,39358,32.775,88.466667
53520WDBRDTENEY,WOODBRIDGE CORP,W1901 TEN EYCK RD,BRODHEAD,GREEN,WI,53520,42.607778,89.388333
27264CSTMF2213S,CUSTOM FINISHERS INC,2213 SHORE ST,HIGH POINT,GUILFORD,NC,27264,35.919444,80
28613CSTMF1560D,CUSTOM FOAM & FIBER,1560 DEBORAH HERMAN RD,CONOVER,CATAWBA,NC,28613,35.702778,81.258333
33487CSTMM1160S,CUSTOM MARBLE INC,1160 SOUTH ROGERS CIR  STE A,BOCA RATON,PALM BEACH,FL,33487,26.4029,80.110111
62260CSTMM700BH,CUSTOM MARBLE INC,850 S MULBERRY ST,MILLSTADT,ST CLAIR,IL,62260,38.458333,90.091667
07657CSTMM730GR,CUSTOM MERCHANDISE CORP,730 GRAND AVE,RIDGEFIELD,BERGEN,NJ,7657,40.8425,74.005278
28752GLYLRHWY70,GALEY & LORD INDUSTRIES LLC - MCDOWELL PLANT,HWY 70 E,MARION,MCDOWELL,NC,28752,,
30284SHWND1900W,SHAW INDUSTRIES GROUP INC PLANT 22,1990 WARRENTON ROAD,THOMSON,MCDUFFIE,GA,30824,,
00694HRVYHRD686,HUBBELL CARIBE LTD,RD 686 KM 17.3,VEGA BAJA,VEGA BAJA,PR,693,,
64670CNTNNROUTE,MURPHY BROWN OF MISSOURI LLC-COFFEY FEEDMILL,RT 3 HWY N & B,PATTONSBURG,DAVIESS,MO,64670,,
06111CSTMM815NO,CUSTOM METAL CRAFTERS INC,815 NORTH MOUNTAIN RD,NEWINGTON,HARTFORD,CT,6111,41.719722,72.709167
34956NDNTW19140,INDIANTOWN COGENERATION LP,13303 SW SILVER FOX LN,INDIANTOWN,MARTIN,FL,34956,,
94545PPSCL29000,BOTTLING GROUP LLC PEPSI BOTTLING GROUP,29000 HESPERIAN BLVD,HAYWARD,ALAMEDA,CA,94545,,
35570WVRLH2039B,WAVERLEE HOMES INC,BEDFORD INDL PARK,HAMILTON,MARION,AL,35570,,
64125HCKTTCOGST,HARSCO CO HECKETT MULTISERV PLANT 19,8116 WILSON RDC/O GST TECH,KANSAS CITY,JACKSON,MO,64125,,
55041LNDLKRR1XX,LAND O'LAKES,RR 1,LAKE CITY,WABASHA,MN,55041,,
90058FLWSR2300E,FLOWSERVE - VERNON,2300 E VERNON AVE,VERNON,LOS ANGELES,CA,900581609,,
46226SHLND8315E,ASHLAND INC - INDIANAPOLIS,8315 E 33RD ST,INDIANAPOLIS,MARION,IN,46226,,
48906SHLND2011T,NEXEO SOLUTIONS LLC,2011 TURNER ST,LANSING,INGHAM,MI,48906,,
72104STRLN1215I,KOHLER CO MALVERN,1215 INDUSTRIAL LN,MALVERN,HOT SPRING,AR,72104,,
02895SLHTT43RAI,SILHOUETTES INC,43 RAILROAD ST,WOONSOCKET,PROVIDENCE,RI,2895,,
63122JFFRS3505T,SMURFIT-STONE CONTAINER CORP,3505 TREE CT INDL BLVD,SAINT LOUIS,ST LOUIS (CITY),MO,63122,,
62239DCRTV1610D,AMERICAN DECORATIVE SURFACES INC,1610 DESIGN WAY,DUPO,ST CLAIR,IL,62239,,
52722BRTNS20436,BARTON SOLVENTS INC BETTENDORF,204 36TH ST,BETTENDORF,SCOTT,IA,52722,,
74107RGRSG2506W,NORTH AMERICAN GALVANIZING CO. PLANT2,2506 W 26TH ST,TULSA,TULSA,OK,74107,36.1262,96.0017
38843MLLRLMUELL,MUELLER LINE SET,551 MUELLER RD,FULTON,ITAWAMBA,MS,38843,,
48084VNCBT1864N,OVONIC BATTERY CO INC,1864 NORTHWOOD DR,TROY,OAKLAND,MI,48084,,
44622DVRLG303EB,DOVER LIGHT & POWER,303 E BROADWAY,DOVER,TUSCARAWAS,OH,44622,,
21224BLTMR4200B,BALTIMORE QUALITY ASSURANCE,4200 BOSTON ST,BALTIMORE,BALTIMORE (CITY),MD,21224,,
19454FRNKC212CH,FRANKE CONTRACT GROUP,212 CHURCH RD,NORTH WALES,MONTGOMERY,PA,19454,,
11716NBTYN105OR,NBTY INC,105 ORVILLE DR,BOHEMIA,SUFFOLK,NY,11716,,
29433CNDYSHWY61,CANADYS STATION,13139 AUGUSTA HWY,CANADYS,COLLETON,SC,29433,,
29038STHCR405TE,SOUTH CAROLINA ELECTRIC & GAS CO COPE STATION,405 TEAMWORK RD,COPE,ORANGEBURG,SC,29038,,
73143WXDNC6420S,WIX/DANA CORP AIR REFINER DIV PERRY PLANT,6420 S AIR DEPOT,OKLAHOMA CITY,OKLAHOMA,OK,73143,35.4326,97.5244
30201SCNTF1500B,SCIENTIFIC GAMES INTERNATIONAL INC,1500 BLUEGRASS LAKES PKWY,ALPHARETTA,FORSYTH,GA,30004,34.116667,84.216667
70805LLDSGCORNE,HONEYWELL INTERNATIONAL INC-BATON ROUGE PLANT,CORNER OF LUPINE & ONTARIO STR EETS,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.472222,91.193056
49085LLDSG3737R,ROBERT BOSCH LLC,3737 RED ARROW HWY,SAINT JOSEPH,BERRIEN,MI,49085,42.050833,86.5225
29445WLLMS2242B,GENCO WILLIAMS STATION,2242 B US HY PARK RD,GOOSE CREEK,BERKELEY,SC,29445,,
29801DRSVN400DA,D-AREA SAVANNAH RIVER FACILITY,400-D AREA BLDG 704-7D SAV RIV,AIKEN,BARNWELL,SC,29801,,
29212MCMKN2000N,MCMEEKIN STATION,6055 B US H RIVER RD,COLUMBIA,LEXINGTON,SC,29212,,
81501LXRYW1440W,LUXURY WHEELS OE PLATING,1440 WINTERS AVE,GRAND JUNCTION,MESA,CO,81501,,
72756DSYMN2111S,DAISY MANUFACTURING CO INC,2111 SOUTH  8TH ST,ROGERS,BENTON,AR,72758,36.303056,94.125
57350DKTCL701LI,DAKOTA COLD STORAGE INC,701 LINCOLN NW,HURON,BEADLE,SD,57350,44.383611,98.218611
57301DKTPR915EH,DAKOTA PORK INDUSTRIES,915 E HAVENS,MITCHELL,DAVISON,SD,57301,43.701944,98.013611
07066KRNKC330CE,KARNAK CORP,330 CENTRAL AVE,CLARK,UNION,NJ,7066,40.625,74.308889
33316KRNKS1010S,KARNAK SOUTH,1010 S ST 20TH ST,FORT LAUDERDALE,BROWARD,FL,33316,26.095833,80.133056
06770KRMNF285GR,KARO MANUFACTURING INC,285 GREAT HILL RD,NAUGATUCK,NEW HAVEN,CT,6770,41.510278,73.041667
11368KRPSS54544,KARP ASSOCIATES INC,54-54 43RD ST,MASPETH,QUEENS,NY,11368,40.749167,73.853333
85029KRSTN2201W,PING INC,2201 W DESERT COVE AVE,PHOENIX,MARICOPA,AZ,85029,33.584722,112.104167
48126KSLST4343W,KASLE STEEL CORP,4343 WYOMING,DEARBORN,WAYNE,MI,481263724,42.32,83.159167
72401FRLCF1020A,FROLIC FOOTWEAR,1020 AGGIE RD,JONESBORO,CRAIGHEAD,AR,72401,35.843475,90.694443
43130THCYR3950L,CYRIL SCOTT CO,3950 LANCASTER NEW LEXINGTON RD  NE,LANCASTER,FAIRFIELD,OH,43130,39.720833,82.522222
04073CYRNDINDUS,EVONIK CYRO LLC,1796 MAIN ST,SANFORD,YORK,ME,4073,43.404167,70.711944
22701KLLRMSTATE,KELLER MANUFACTURING CO INC,601 GERMANA HWY STATE RTE 3 E,CULPEPER,CULPEPER,VA,22701,38.458333,77.991667
66219KCCTN15555,KC COATINGS INC,15555 W 108TH ST,LENEXA,JOHNSON,KS,662191388,38.9325,94.756944
06492CYRNDSOUTH,EVONIK CYRO LLC,528 S CHERRY ST,WALLINGFORD,NEW HAVEN,CT,6492,41.435,72.842778
72370CYRNDOFFHI,EVONIK CYRO LLC,1500 RICHARD PREWITT DR,OSCEOLA,MISSISSIPPI,AR,72370,35.706389,89.992222
27546CHMPN3204S,CHAMPION HOMES BUILDERS CO,4055 HWY 401 S,LILLINGTON,HARNETT,NC,27546,,
77501PHLLP100JE,PHILLIPS 66 PASADENA TERMINAL,100 JEFFERSON AT HWY 225,PASADENA,HARRIS,TX,77506,,
48187NRQCK8440H,NORQUICK,8440 HAGGERTY RD N,WAYNE,WAYNE,MI,48187,,
90640CHVRN601SV,CHEVRON MONTEBELLO TERMINAL,601 S VAIL AVE,MONTEBELLO,LOS ANGELES,CA,90640,,
02724KNLCN47SLA,KEN-LAC INC,47 SLADE ST,FALL RIVER,BRISTOL,MA,27240250,,
29440WNYHG661ST,WINYAH GENERATING STATION,661 STEAM PLANT DR,GEORGETOWN,GEORGETOWN,SC,29440,,
46052PRSND135SM,PEARSON EDUCATION,135 S MOUNT ZION RD,LEBANON,BOONE,IN,46052,,
60510PRDCC1355S,PRODUCERS CHEMICAL CO,1355 S RIVER ST,BATAVIA,KANE,IL,605109648,,
19050JLNBS300EB,JULIAN B SLEVIN CO INC,300 E BALTIMORE AVE,LANSDOWNE,DELAWARE,PA,19050,39.939243,75.26456
74523JLNLMHC67B,JULIAN LUMBER CO INC,10 MILES E OF ANTLERS ON HWY 3,ANTLERS,PUSHMATAHA,OK,74523,34.2953,95.6704
06026JLRPR35KRI,HOOVER PRECISION PRODS INC,35 KRIPES RD,EAST GRANBY,HARTFORD,CT,60269644,41.941667,72.713889
60084MRGNB367HO,MORGAN BRONZE PRODUCTS INC,367 HOLLOW HILL RD,WAUCONDA,LAKE,IL,60084,42.258889,88.139167
18201BRGLCHUMBO,FCI ELECTRONICS INC,8 MAPLEWOOD DR,HAZLETON,LUZERNE,PA,18201,,
54453WSCNS2294R,FOREMOST FARMS USA,2294 RANDALL RD,ATHENS,MARATHON,WI,54411,45.0439,90.0561
54913FRMST935EA,FOREMOST FARMS USA,935 E JOHN ST,APPLETON,OUTAGAMIE,WI,54911,44.259722,88.391667
53036WSCNSW1232,WISCONSIN FURNITURE LLC,W1232 MARIETTA AVE,IXONIA,JEFFERSON,WI,53036,43.143611,88.594444
01970VNWTRCOLON,UNIVAR USA INC  SALEM BRANCH,COLONIAL RD,SALEM,ESSEX,MA,1970,,
18017THRXR2315C,BOSCH REXROTH CORP,2315 CITY LINE RD,BETHLEHEM,LEHIGH,PA,18017,,
85338WRMDW2636S,WR MEADOWS OF ARIZONA INC,4220 S SARIVAL AVE,GOODYEAR,MARICOPA,AZ,85338,,
62202KSRST2501N,KAISER-ESTECH INC,2501 N KINGSHIGHWAY,EAST SAINT LOUIS,ST CLAIR,IL,62202,38.644444,90.094444
90023KSRST4060E,IMC VIGORO,4060 E 26TH ST,VERNON,LOS ANGELES,CA,90023,34.005556,118.188889
80525HWLTT3404E,HEWLETT-PACKARD CO,3404 EAST HARMONY RD,FORT COLLINS,LARIMER,CO,805289599,40.526389,105.0125
80634HWLTT70071,HEWLETT-PACKARD CO,700 71ST AVE,GREELEY,WELD,CO,80634,40.425,104.791667
80901HWLTT1900G,KEYSIGHT TECHNOLOGIES (FORMER HEWLETT-PACKARD CO & AGILENT),1900 GARDEN OF THE GODS RD,COLORADO SPRINGS,EL PASO,CO,80907,38.896474,104.846994
92127HWLTT16399,HEWLETT-PACKARD CO,16399 W BERNARDO DR,SAN DIEGO,SAN DIEGO,CA,92127,33.000278,117.1
94086HWLTT974EA,APPLIED MATERIALS INC-ARQUES CAMPUS,974 E ARQUES AVE,SUNNYVALE,SANTA CLARA,CA,940854520,37.388889,121.988889
95131KTKMD150CH,KAITEK MEDIA INC,150 CHARCOT AVE,SAN JOSE,SANTA CLARA,CA,95131,37.379167,121.915556
43228KLKNF5115F,MARS PETCARE US INC,5115 FISHER RD,COLUMBUS,FRANKLIN,OH,43228,39.958889,83.125
17042HRSHY749GU,NEW WORLD PASTA CO PASTA GROUP LLC,749 GUIFORD ST,LEBANON,LEBANON,PA,170420870,40.35,76.425
66106HSNTR1851M,HES INTERNATIONAL INC,1851 MERRIAM LN,KANSAS CITY,WYANDOTTE,KS,66106,39.050833,94.651111
77205SMTHN16740,SMITH INTERNATIONAL INC,16740 HARDY ST,HOUSTON,HARRIS,TX,77032,,
30349STRPC45385,STAR PACKAGING CORP,453 85 CIRCLE,COLLEGE PARK,CLAYTON,GA,30349,,
98272CNYNC16726,CANYON CREEK CABINET CO,16726 TYE ST SE,MONROE,SNOHOMISH,WA,98272,,
44805HSSCL7THAN,HESS & CLARK INC,10 E 7TH ST,ASHLAND,ASHLAND,OH,44805,40.873056,82.315
90631HSSCN160EF,HESS CO INDUSTRIES INC,160 FOUNDATION AVE,LA HABRA,ORANGE,CA,90631,33.919722,117.941667
85231HSSCN817NO,HESS CO INDUSTRIES OF ARIZONA INC,817 N 11 MILE CORNER RD,ELOY,PINAL,AZ,85231,32.7519,111.5449
00851HSSLVLIMET,LIMETREE BAY TERMINALS LLC,1 ESTATE HOPE,CHRISTIANSTED,ST CROIX,VI,820,17.7,64.735556
26003HSSCN7020T,HESS CO INDUSTRIES OF WV INC,70-20TH ST,WHEELING,OHIO,WV,26003,40.0606,80.7212
17057MNLYR532EE,UNIVAR USA INC MIDDLETOWN BRANCH,532 E EMAUS ST,MIDDLETOWN,DAUPHIN,PA,17057,,
95353MDSTT925CR,MODESTO TALLOW CO,925 CROWS LANDING RD,MODESTO,STANISLAUS,CA,95353,,
97402WLLMT586MC,WILLAMETTE VALLEY CO,586 MCKINLEY ST,EUGENE,LANE,OR,97402,44.053889,123.128889
90032LPHTH5555V,GRIFOLS BIOLOGICALS INC,5555 E VALLEY BLVD,LOS ANGELES,LOS ANGELES,CA,90032,34.076389,118.160556
70663LPHCH4809E,ALPHACHEM INC.,4809 E. NAPOLEON ST.,SULPHUR,CALCASIEU PARISH,LA,70663,30.236667,93.312778
19129MNTCH4041R,ALPHACHEM INC,4041 RIDGE AVE BUILDING 12,PHILADELPHIA,PHILADELPHIA,PA,19129,40.0131,75.1846
95035JNSCH985MO,JONES CHEMICALS INC,985 MONTAGUE EXPRESSWAY,MILPITAS,SANTA CLARA,CA,95035,37.401384,121.908379
93715WLBRL2903S,WILBUR-ELLIS CO FRESNO,2903 S CEDAR AVE,FRESNO,FRESNO,CA,93725,36.733,119.7828
64116WLCXL2001N,WILCOX ELECTRIC INC,2001 NE 46TH ST,KANSAS CITY,CLAY,MO,64116,39.173889,94.555556
44127THWHT7000H,WHITMORE MANUFACTURING CO,7000 HUBBARD AVE,CLEVELAND,CUYAHOGA,OH,44127,41.4714,81.6423
75087THWHT930WH,WHITMORE MANUFACTURING CO,930 WHITMORE DR,ROCKWALL,ROCKWALL,TX,75087,32.923611,96.455
21037GRFFT3173S,GRIFFITH ENERGY SERVICES INC EDGEWATER OFFICE,3173 SOLOMONS ISLAND RD,EDGEWATER,ANNE ARUNDEL,MD,21037,,
85281TNCTL921SP,EATON CORP,921 S PARK LN SUITE 1,TEMPE,MARICOPA,AZ,852815119,,
51445GMCCRHWY59,GOMACO CORP. - PLANT 1,119 E HYW. 175,IDA GROVE,IDA,IA,51445,42.316667,95.433333
21651CLRNT3011M,CLARIANT CORP MASTERB ATCHES DIV,3011 MILLINGTON RD,MILLINGTON,QUEEN ANNES,MD,21651,,
43130DMNDP2600E,DIAMOND POWER SPECIALTY CO,2600 E MAIN ST,LANCASTER,FAIRFIELD,OH,43130,,
97402STTSN95NOR,STATES INDUSTRIES INC FOCH ST REET DIV,95 N FOCH ST,EUGENE,LANE,OR,97402,,
32618SBRNG212MA,SEABRING MARINE IND INC,212 MAGNOLIA ST,ARCHER,ALACHUA,FL,32618,29.5202,82.5433
28677RDLLF180YF,IREDELL FIBER INC,124 FANJOY RD,STATESVILLE,IREDELL,NC,28625,35.7624,80.823722
25130HBTMNUSRT1,ERP ENVIRONMENTAL - BETH STATION PREP,US RT 119 S SHAFFER RD EXIT,MADISON,BOONE,WV,25130,,
44312HRTGN1874E,HERITAGE INDUSTRIAL FINISHING,1874 ENGLEWOOD AVE,AKRON,SUMMIT,OH,44312,41.0604,81.458477
17022HRTGM800SO,HERITAGE METAL FINISHING INC,800 S MARKET ST,ELIZABETHTOWN,LANCASTER,PA,17022,40.145,76.603889
53094JHNSN1007S,BRIGGS & STRATTON POWER PRODUCTS GROUP LLC - WATERTOWN,1007 S 12TH ST,WATERTOWN,JEFFERSON,WI,53094,43.169444,88.716667
53212JHNSN3713N,JOHNSON CONTROLS INC,3713 N HUMBOLDT AVE,MILWAUKEE,MILWAUKEE,WI,532120423,43.0842,87.8976
32960CTYFV10017,CITY OF VERO BEACH MUNICIPAL U TILITIES,100 17TH ST,VERO BEACH,INDIAN RIVER,FL,32960,,
96080LSNPC11500,LOUISIANA-PACIFIC CORP RED BLUFF I-JOIST,11500 READING RD,RED BLUFF,TEHAMA,CA,96080,,
12188HNRYC430HU,HENRY CO MONSEY DIV,430 HUDSON RIVER RD,WATERFORD,SARATOGA,NY,12188,,
40342CSTMT1031I,CUSTOM TOOL & MANUFACTURING CO INC.,1031 INDUSTRY RD,LAWRENCEBURG,ANDERSON,KY,40342,,
43935WHLNG1134M,"RG STEEL WHEELING, LLC",1001 MAIN ST,MARTINS FERRY,BELMONT,OH,439351796,40.1,80.716667
43952WHLNGMCLIS,"SEVERSTAL WHEELING, INC.",540 COMMERCIAL AVENUE,MINGO JUNCTION,JEFFERSON,OH,43938,40.316667,80.6
19335LPHCH208WA,RUST SPECIALTY CHEMICAL INC,208 WASHINGTON AVE,DOWNINGTOWN,CHESTER,PA,19335,40.011111,75.6775
32920CSTLF8954N,COASTAL FUELS MARKETING INC CAPE CANAVERAL TERMINAL,8954 N ATLANTIC AVE,CAPE CANAVERAL,BREVARD,FL,329200613,,
43607SMCMC1712N,SEM-COM CO INC,1712 N WESTWOOD AVE,TOLEDO,LUCAS,OH,43607,,
02370LCTRS175RU,ELECTROSWITCH SWITCHES & RELAYS,175R UNION ST,ROCKLAND,PLYMOUTH,MA,2370,,
02816HCHST500WA,DYSTAR LP,502  WASHINGTON ST,COVENTRY,KENT,RI,2816,41.691667,71.538889
62454HRSHY1401W,HERSHEY CHOCOLATE & CONFECTIONERY ROBINSON PLANT,1401 W MAIN ST,ROBINSON,CRAWFORD,IL,62454,,
29730HCHST2850C,CELANESE ACETATE LLC CELRIVER PLANT,2850 CHERRY RD,ROCK HILL,YORK,SC,29730,34.975208,80.981712
78469HCHST1901C,CELANESE LTD CORPUS CHRISTI TECHNICAL CENTER,1901 CLARKWOOD RD,CORPUS CHRISTI,NUECES,TX,78409,27.816667,97.537222
46750KNKTN351SH,KEN-KOAT INC,351 SHERMAN ST,HUNTINGTON,HUNTINGTON,IN,46750,40.875,85.475
37091KNKTF1335H,KEN-KOAT OF TENNESSEE INC PLANT 2,1335 HIGGS RD,LEWISBURG,MARSHALL,TN,37091,35.428333,86.763333
38663WDCRFMURRA,INDUSTRIAL TIMBER LLC,781 CR-549,RIPLEY,TIPPAH,MS,38663,34.7725,88.903333
95670WDCRF11386,WOODCRAFT CABINETS INC,11386 AMALGAM WAY,RANCHO CORDOVA,SACRAMENTO,CA,95670,38.61804,121.253362
30168NXNTL7900B,INX INTERNATIONAL INK CO,7900-B 2ND FLAG DR,AUSTELL,COBB,GA,30168,,
12601KMPLS2BECK,KEM PLASTIC PLAYING CARDS INC,2 BECK PL,POUGHKEEPSIE,DUTCHESS,NY,126011385,41.720833,73.931111
28151KMTLC2501W,KEMET ELECTRONICS CORP,2501 W DIXON BLVD,SHELBY,CLEVELAND,NC,28152,35.293056,81.598611
06513CMDVL166CH,VON ROLL USA INC NEW HAVEN,166 CHAPEL ST,NEW HAVEN,NEW HAVEN,CT,6513,41.303611,72.898889
01534CZDVFPROVI,COZ PLASTICS INC,2401 PROVIDENCE RD,NORTHBRIDGE,WORCESTER,MA,1534,42.155278,71.653611
16051DMSMN109WE,ADAMS MANUFACTURING PLANT 1,109 W PARK RD,PORTERSVILLE,BUTLER,PA,16051,,
77707STHRN9675W,CMC STEEL FABRICATORS INC (DBA CMC REBAR BEAUMONT),9675 WALDEN RD,BEAUMONT,JEFFERSON,TX,77707,,
38702NTRGYSTATE,ENTERGY GERALD ANDRUS PLANT,STATE HWY 82 W,GREENVILLE,WASHINGTON,MS,38701,,
23703CLNSC3230E,US AMINES (PORTSMOUTH) LLC,3230 W NORFOLK RD,PORTSMOUTH,PORTSMOUTH (CITY),VA,23703,,
48134FLTRC26601,FLAT ROCK METAL INC,26601 W HURON RIVER DR,FLAT ROCK,WAYNE,MI,48134,,
45414PRJCT3680W,PROJECTS UNLIMITED INC,3680 WYSE RD,DAYTON,MONTGOMERY,OH,45414,,
07008SHLND350RO,NEXEO SOLUTIONS LLC-CARTERET,350 ROOSEVELT AVE,CARTERET,MIDDLESEX,NJ,7008,,
06010CLNHR51BRO,CLEAN HARBORS OF CONNECTICUT INC,51 BRODERICK RD,BRISTOL,HARTFORD,CT,6010,,
70422MTFND13040,BRADKEN INC,13040 FOULKS LN,AMITE,TANGIPAHOA PARISH,LA,70422,,
85027HRTGS602WL,HERITAGE SHUTTERS INC,602 W LONE CACTUS DR,PHOENIX,MARICOPA,AZ,85027,,
50316RCKSN1917D,EMCO ENTERPRISES INC,1917 DEAN ST,DES MOINES,POLK,IA,50316,41.590556,93.584167
85017KCRFT3839N,OAKCRAFT INC,3839 N 35TH AVE,PHOENIX,MARICOPA,AZ,85017,33.493333,112.132778
48867JHNSN951AI,JOHNSON CONTROLS BATTERY GROUP INC,951 AIKEN RD,OWOSSO,SHIAWASSEE,MI,48867,42.992778,84.145833
85226SHLND6839W,NEXEO SOLUTIONS LLC - CHANDLER,6839 W CHICAGO ST,CHANDLER,MARICOPA,AZ,85226,,
66111BRTNS901S6,BARTON SOLVENTS INC KANSAS CITY,901 S 66TH TERRACE,KANSAS CITY,WYANDOTTE,KS,66111,,
